order_id,date_order,customer_name,country,product_category,product_name,quantity,unit_price,total_amount,status
SO0844,2025-03-20 00:00:00,Empresa Alfa,Perú,Hardware,Portátil Lenovo ThinkPad,5,120.11,600.55,Sale
SO0866,2025-03-20 00:00:00,Startup Innova,España,Consultoría,Optimización de Procesos,2,595.38,1190.76,Sale
SO0931,2025-03-20 00:00:00,Comercial Sur,Colombia,Hardware,Portátil Lenovo ThinkPad,15,720.09,10801.35,Sale
SO0169,2025-03-21 00:00:00,Comercial Sur,Chile,Hardware,Switch Cisco,5,242.08,1210.4,Cancelled
SO0215,2025-03-21 00:00:00,Consultoría Global,Chile,Consultoría,Auditoría de Seguridad,8,517.33,4138.64,Sale
SO0652,2025-03-21 00:00:00,Comercial Sur,Perú,Soporte Técnico,Bolsa de 10h,7,1329.41,9305.87,Sale
SO0217,2025-03-22 00:00:00,Empresa Alfa,Chile,Servicios Cloud,Backup Cloud,18,699.8,12596.4,Sale
SO0829,2025-03-22 00:00:00,Tech Solutions,Chile,Hardware,Servidor Dell PowerEdge,12,503.69,6044.28,Sale
SO0148,2025-03-23 00:00:00,Comercial Sur,Chile,Hardware,Servidor Dell PowerEdge,2,1258.7,2517.4,Sale
SO0524,2025-03-23 00:00:00,Empresa Alfa,Perú,Soporte Técnico,Soporte 24/7 Mensual,10,756.24,7562.4,Sale
SO0567,2025-03-23 00:00:00,Logística Express,Colombia,Licencias Software,Licencia Windows Server,20,1058.08,21161.6,Draft
SO0212,2025-03-24 00:00:00,Startup Innova,Argentina,Servicios Cloud,Backup Cloud,15,324.22,4863.3,Sale
SO0229,2025-03-24 00:00:00,Comercial Sur,Argentina,Hardware,Servidor Dell PowerEdge,13,1275.87,16586.31,Draft
SO0413,2025-03-24 00:00:00,Comercial Sur,Argentina,Hardware,Servidor Dell PowerEdge,18,515.38,9276.84,Sale
SO0576,2025-03-24 00:00:00,Startup Innova,México,Soporte Técnico,Bolsa de 50h,2,590.83,1181.66,Sale
SO0667,2025-03-24 00:00:00,Comercial Sur,Chile,Servicios Cloud,Backup Cloud,16,1406.28,22500.48,Sale
SO0916,2025-03-25 00:00:00,Grupo Constructor,España,Consultoría,Auditoría de Seguridad,19,903.93,17174.67,Draft
SO0226,2025-03-26 00:00:00,Startup Innova,Chile,Hardware,Switch Cisco,2,976.17,1952.34,Sale
SO0459,2025-03-26 00:00:00,Empresa Alfa,Chile,Licencias Software,Odoo Enterprise (50 Users),13,678.2,8816.6,Sale
SO0637,2025-03-26 00:00:00,Grupo Constructor,México,Servicios Cloud,Suscripción Anual AWS,11,163.01,1793.11,Draft
SO0772,2025-03-26 00:00:00,Startup Innova,Argentina,Hardware,Portátil Lenovo ThinkPad,11,324.03,3564.33,Sale
SO0785,2025-03-26 00:00:00,Tech Solutions,Perú,Licencias Software,Antivirus Corporativo,2,1416.45,2832.9,Sale
SO0056,2025-03-27 00:00:00,Consultoría Global,México,Hardware,Servidor Dell PowerEdge,10,1493.6,14936.0,Sale
SO0383,2025-03-27 00:00:00,Industrias XYZ,Perú,Soporte Técnico,Bolsa de 50h,8,612.99,4903.92,Draft
SO0861,2025-03-27 00:00:00,Logística Express,Argentina,Licencias Software,Odoo Enterprise (50 Users),17,854.3,14523.1,Sale
SO0525,2025-03-28 00:00:00,Startup Innova,México,Hardware,Servidor Dell PowerEdge,1,713.82,713.82,Sale
SO0556,2025-03-28 00:00:00,Empresa Alfa,Perú,Consultoría,Auditoría de Seguridad,1,419.39,419.39,Cancelled
SO0580,2025-03-28 00:00:00,Consultoría Global,Perú,Licencias Software,Odoo Enterprise (50 Users),6,263.84,1583.04,Draft
SO0910,2025-03-28 00:00:00,Comercial Sur,Perú,Consultoría,Optimización de Procesos,3,251.21,753.63,Sale
SO0103,2025-03-29 00:00:00,Grupo Constructor,Colombia,Hardware,Portátil Lenovo ThinkPad,19,877.86,16679.34,Sale
SO0184,2025-03-29 00:00:00,Empresa Alfa,Perú,Hardware,Portátil Lenovo ThinkPad,4,1351.16,5404.64,Draft
SO0586,2025-03-29 00:00:00,Logística Express,Colombia,Soporte Técnico,Bolsa de 10h,7,1381.01,9667.07,Sale
SO0860,2025-03-30 00:00:00,Industrias XYZ,Chile,Consultoría,Diseño de Arquitectura,14,404.08,5657.12,Sale
SO0981,2025-03-30 00:00:00,Startup Innova,Argentina,Licencias Software,Antivirus Corporativo,20,807.22,16144.4,Sale
SO0880,2025-03-31 00:00:00,Industrias XYZ,México,Consultoría,Optimización de Procesos,12,899.51,10794.12,Sale
SO0053,2025-04-01 00:00:00,Tech Solutions,México,Consultoría,Optimización de Procesos,18,1193.27,21478.86,Draft
SO0241,2025-04-01 00:00:00,Industrias XYZ,México,Soporte Técnico,Soporte 24/7 Mensual,4,273.83,1095.32,Cancelled
SO0797,2025-04-02 00:00:00,Tech Solutions,España,Servicios Cloud,Backup Cloud,19,403.81,7672.39,Cancelled
SO0159,2025-04-04 00:00:00,Empresa Alfa,Perú,Hardware,Switch Cisco,18,391.35,7044.3,Sale
SO0254,2025-04-04 00:00:00,Grupo Constructor,España,Hardware,Servidor Dell PowerEdge,20,1262.63,25252.6,Sale
SO0308,2025-04-04 00:00:00,Empresa Alfa,España,Licencias Software,Antivirus Corporativo,7,1439.91,10079.37,Cancelled
SO0439,2025-04-06 00:00:00,Tech Solutions,Argentina,Consultoría,Diseño de Arquitectura,2,180.45,360.9,Cancelled
SO0947,2025-04-06 00:00:00,Comercial Sur,Argentina,Consultoría,Diseño de Arquitectura,17,1167.85,19853.45,Cancelled
SO0147,2025-04-07 00:00:00,Tech Solutions,Perú,Hardware,Servidor Dell PowerEdge,6,251.5,1509.0,Cancelled
SO0625,2025-04-07 00:00:00,Industrias XYZ,España,Consultoría,Auditoría de Seguridad,15,133.77,2006.55,Sale
SO0783,2025-04-07 00:00:00,Grupo Constructor,Perú,Hardware,Portátil Lenovo ThinkPad,14,455.87,6382.18,Sale
SO0293,2025-04-08 00:00:00,Industrias XYZ,Colombia,Hardware,Switch Cisco,4,356.85,1427.4,Sale
SO0485,2025-04-08 00:00:00,Startup Innova,Perú,Hardware,Switch Cisco,2,603.77,1207.54,Sale
SO0806,2025-04-08 00:00:00,Startup Innova,Chile,Servicios Cloud,Backup Cloud,10,303.4,3034.0,Sale
SO0658,2025-04-10 00:00:00,Grupo Constructor,México,Servicios Cloud,Backup Cloud,11,566.91,6236.01,Sale
SO0811,2025-04-10 00:00:00,Comercial Sur,Perú,Hardware,Portátil Lenovo ThinkPad,15,1351.22,20268.3,Sale
SO0297,2025-04-11 00:00:00,Startup Innova,Colombia,Licencias Software,Licencia Windows Server,7,977.48,6842.36,Cancelled
SO0552,2025-04-11 00:00:00,Tech Solutions,Argentina,Consultoría,Auditoría de Seguridad,17,304.08,5169.36,Sale
SO0825,2025-04-11 00:00:00,Comercial Sur,Chile,Servicios Cloud,Backup Cloud,8,1007.28,8058.24,Sale
SO0855,2025-04-11 00:00:00,Empresa Alfa,Colombia,Consultoría,Diseño de Arquitectura,19,1445.13,27457.47,Draft
SO0671,2025-04-12 00:00:00,Empresa Alfa,Argentina,Soporte Técnico,Bolsa de 10h,4,405.17,1620.68,Draft
SO0883,2025-04-12 00:00:00,Logística Express,Argentina,Servicios Cloud,Suscripción Anual AWS,14,1298.4,18177.6,Cancelled
SO0378,2025-04-13 00:00:00,Empresa Alfa,Perú,Hardware,Switch Cisco,18,1140.67,20532.06,Cancelled
SO0736,2025-04-13 00:00:00,Grupo Constructor,México,Hardware,Servidor Dell PowerEdge,7,395.8,2770.6,Cancelled
SO0943,2025-04-13 00:00:00,Empresa Alfa,Colombia,Licencias Software,Licencia Windows Server,8,515.4,4123.2,Sale
SO0284,2025-04-15 00:00:00,Logística Express,Perú,Soporte Técnico,Bolsa de 10h,10,732.22,7322.2,Sale
SO0557,2025-04-15 00:00:00,Grupo Constructor,Chile,Licencias Software,Licencia Windows Server,1,550.04,550.04,Sale
SO0706,2025-04-16 00:00:00,Comercial Sur,México,Consultoría,Auditoría de Seguridad,16,1430.69,22891.04,Sale
SO0882,2025-04-16 00:00:00,Startup Innova,México,Servicios Cloud,Backup Cloud,10,825.45,8254.5,Cancelled
SO0025,2025-04-17 00:00:00,Comercial Sur,España,Hardware,Switch Cisco,5,349.86,1749.3,Cancelled
SO0199,2025-04-17 00:00:00,Grupo Constructor,México,Consultoría,Optimización de Procesos,12,469.74,5636.88,Sale
SO0202,2025-04-17 00:00:00,Logística Express,España,Soporte Técnico,Bolsa de 50h,3,559.07,1677.21,Draft
SO0220,2025-04-18 00:00:00,Consultoría Global,México,Hardware,Servidor Dell PowerEdge,5,1076.81,5384.05,Sale
SO0642,2025-04-19 00:00:00,Empresa Alfa,Colombia,Servicios Cloud,Suscripción Anual AWS,5,150.84,754.2,Sale
SO0666,2025-04-19 00:00:00,Comercial Sur,Colombia,Soporte Técnico,Bolsa de 10h,20,152.7,3054.0,Sale
SO0856,2025-04-19 00:00:00,Grupo Constructor,Perú,Soporte Técnico,Bolsa de 10h,5,121.69,608.45,Sale
SO0168,2025-04-20 00:00:00,Empresa Alfa,México,Consultoría,Optimización de Procesos,7,616.54,4315.78,Sale
SO0458,2025-04-20 00:00:00,Grupo Constructor,Colombia,Licencias Software,Odoo Enterprise (50 Users),17,237.49,4037.33,Draft
SO0581,2025-04-20 00:00:00,Empresa Alfa,Chile,Consultoría,Diseño de Arquitectura,18,1460.95,26297.1,Sale
SO0784,2025-04-20 00:00:00,Logística Express,Perú,Licencias Software,Odoo Enterprise (50 Users),4,1277.91,5111.64,Sale
SO0833,2025-04-20 00:00:00,Logística Express,España,Servicios Cloud,Backup Cloud,5,1244.63,6223.15,Sale
SO0906,2025-04-20 00:00:00,Empresa Alfa,Argentina,Consultoría,Diseño de Arquitectura,13,1103.61,14346.93,Draft
SO0953,2025-04-20 00:00:00,Empresa Alfa,Chile,Soporte Técnico,Soporte 24/7 Mensual,9,614.65,5531.85,Sale
SO0959,2025-04-20 00:00:00,Tech Solutions,España,Soporte Técnico,Bolsa de 50h,12,876.98,10523.76,Sale
SO0403,2025-04-22 00:00:00,Startup Innova,Argentina,Hardware,Servidor Dell PowerEdge,6,60.44,362.64,Cancelled
SO0456,2025-04-22 00:00:00,Logística Express,Colombia,Licencias Software,Licencia Windows Server,2,916.08,1832.16,Sale
SO0489,2025-04-22 00:00:00,Tech Solutions,Colombia,Soporte Técnico,Soporte 24/7 Mensual,13,413.2,5371.6,Draft
SO0746,2025-04-22 00:00:00,Grupo Constructor,Perú,Consultoría,Optimización de Procesos,20,335.12,6702.4,Sale
SO0124,2025-04-23 00:00:00,Grupo Constructor,Argentina,Licencias Software,Odoo Enterprise (50 Users),10,871.04,8710.4,Sale
SO0145,2025-04-23 00:00:00,Grupo Constructor,Chile,Consultoría,Diseño de Arquitectura,13,1449.0,18837.0,Draft
SO0177,2025-04-23 00:00:00,Comercial Sur,Colombia,Consultoría,Diseño de Arquitectura,18,1210.63,21791.34,Draft
SO0505,2025-04-23 00:00:00,Logística Express,Perú,Consultoría,Diseño de Arquitectura,18,852.68,15348.24,Sale
SO0371,2025-04-24 00:00:00,Logística Express,España,Licencias Software,Antivirus Corporativo,8,902.64,7221.12,Sale
SO0388,2025-04-25 00:00:00,Industrias XYZ,Colombia,Servicios Cloud,Backup Cloud,2,578.97,1157.94,Sale
SO0431,2025-04-25 00:00:00,Industrias XYZ,Argentina,Licencias Software,Licencia Windows Server,10,1170.79,11707.9,Draft
SO0744,2025-04-25 00:00:00,Consultoría Global,Argentina,Licencias Software,Licencia Windows Server,14,1370.32,19184.48,Draft
SO0771,2025-04-25 00:00:00,Empresa Alfa,México,Hardware,Switch Cisco,2,136.66,273.32,Sale
SO0957,2025-04-25 00:00:00,Startup Innova,Argentina,Soporte Técnico,Bolsa de 10h,16,459.75,7356.0,Sale
SO0090,2025-04-26 00:00:00,Tech Solutions,México,Licencias Software,Licencia Windows Server,9,1259.09,11331.81,Sale
SO0107,2025-04-26 00:00:00,Comercial Sur,Argentina,Licencias Software,Licencia Windows Server,9,1286.06,11574.54,Sale
SO0113,2025-04-26 00:00:00,Grupo Constructor,España,Consultoría,Diseño de Arquitectura,1,623.3,623.3,Sale
SO0621,2025-04-27 00:00:00,Empresa Alfa,Colombia,Soporte Técnico,Bolsa de 50h,14,773.73,10832.22,Sale
SO0321,2025-04-28 00:00:00,Grupo Constructor,México,Servicios Cloud,Backup Cloud,5,1275.84,6379.2,Sale
SO0925,2025-04-28 00:00:00,Industrias XYZ,Perú,Servicios Cloud,Migración de Servidores,14,139.01,1946.14,Sale
SO0938,2025-04-28 00:00:00,Startup Innova,Perú,Licencias Software,Licencia Windows Server,9,752.57,6773.13,Draft
SO0982,2025-04-28 00:00:00,Industrias XYZ,Argentina,Consultoría,Auditoría de Seguridad,13,1220.9,15871.7,Sale
SO0286,2025-04-29 00:00:00,Consultoría Global,Colombia,Hardware,Switch Cisco,12,795.47,9545.64,Sale
SO0730,2025-04-29 00:00:00,Logística Express,Chile,Consultoría,Optimización de Procesos,6,840.46,5042.76,Sale
SO0950,2025-04-29 00:00:00,Empresa Alfa,España,Servicios Cloud,Migración de Servidores,19,1372.54,26078.26,Draft
SO0250,2025-04-30 00:00:00,Comercial Sur,España,Servicios Cloud,Backup Cloud,12,942.51,11310.12,Sale
SO0348,2025-04-30 00:00:00,Empresa Alfa,Argentina,Licencias Software,Antivirus Corporativo,3,827.76,2483.28,Sale
SO0815,2025-04-30 00:00:00,Logística Express,México,Hardware,Switch Cisco,9,279.67,2517.03,Sale
SO0003,2025-05-01 00:00:00,Grupo Constructor,Argentina,Servicios Cloud,Migración de Servidores,14,549.1,7687.4,Sale
SO0536,2025-05-01 00:00:00,Logística Express,México,Servicios Cloud,Suscripción Anual AWS,7,1027.0,7189.0,Sale
SO0138,2025-05-02 00:00:00,Industrias XYZ,Colombia,Consultoría,Optimización de Procesos,17,291.54,4956.18,Cancelled
SO0753,2025-05-02 00:00:00,Startup Innova,Argentina,Consultoría,Diseño de Arquitectura,12,107.22,1286.64,Sale
SO0766,2025-05-02 00:00:00,Empresa Alfa,Chile,Consultoría,Optimización de Procesos,10,905.03,9050.3,Draft
SO0361,2025-05-03 00:00:00,Logística Express,Argentina,Soporte Técnico,Soporte 24/7 Mensual,8,618.74,4949.92,Draft
SO0516,2025-05-04 00:00:00,Tech Solutions,México,Licencias Software,Licencia Windows Server,16,1250.19,20003.04,Sale
SO0104,2025-05-05 00:00:00,Industrias XYZ,Chile,Hardware,Portátil Lenovo ThinkPad,14,786.33,11008.62,Sale
SO0230,2025-05-05 00:00:00,Empresa Alfa,España,Licencias Software,Licencia Windows Server,12,1388.35,16660.2,Sale
SO0276,2025-05-05 00:00:00,Consultoría Global,España,Licencias Software,Licencia Windows Server,16,1402.91,22446.56,Sale
SO0363,2025-05-05 00:00:00,Grupo Constructor,Colombia,Soporte Técnico,Bolsa de 50h,17,603.02,10251.34,Sale
SO0373,2025-05-05 00:00:00,Grupo Constructor,México,Consultoría,Optimización de Procesos,17,418.45,7113.65,Sale
SO0436,2025-05-05 00:00:00,Industrias XYZ,Argentina,Consultoría,Optimización de Procesos,9,1158.36,10425.24,Sale
SO0758,2025-05-05 00:00:00,Consultoría Global,México,Hardware,Switch Cisco,5,289.56,1447.8,Draft
SO0532,2025-05-06 00:00:00,Empresa Alfa,Chile,Soporte Técnico,Bolsa de 50h,12,1202.34,14428.08,Draft
SO0708,2025-05-06 00:00:00,Startup Innova,Argentina,Hardware,Servidor Dell PowerEdge,4,148.16,592.64,Sale
SO0345,2025-05-07 00:00:00,Tech Solutions,Perú,Consultoría,Diseño de Arquitectura,9,1151.36,10362.24,Cancelled
SO0734,2025-05-07 00:00:00,Industrias XYZ,Argentina,Soporte Técnico,Bolsa de 50h,2,1375.56,2751.12,Draft
SO0834,2025-05-07 00:00:00,Consultoría Global,Chile,Servicios Cloud,Migración de Servidores,17,531.62,9037.54,Sale
SO0070,2025-05-08 00:00:00,Logística Express,España,Servicios Cloud,Suscripción Anual AWS,14,1104.21,15458.94,Sale
SO0101,2025-05-08 00:00:00,Industrias XYZ,Argentina,Consultoría,Diseño de Arquitectura,13,827.06,10751.78,Sale
SO0339,2025-05-08 00:00:00,Startup Innova,Colombia,Hardware,Servidor Dell PowerEdge,1,537.01,537.01,Draft
SO0529,2025-05-08 00:00:00,Grupo Constructor,Perú,Soporte Técnico,Bolsa de 50h,14,1418.37,19857.18,Sale
SO0362,2025-05-09 00:00:00,Logística Express,España,Soporte Técnico,Bolsa de 10h,13,1251.99,16275.87,Sale
SO0520,2025-05-09 00:00:00,Comercial Sur,México,Hardware,Portátil Lenovo ThinkPad,7,362.81,2539.67,Cancelled
SO0543,2025-05-09 00:00:00,Comercial Sur,España,Servicios Cloud,Migración de Servidores,7,103.61,725.27,Cancelled
SO0616,2025-05-10 00:00:00,Grupo Constructor,Perú,Hardware,Switch Cisco,15,962.57,14438.55,Sale
SO0681,2025-05-10 00:00:00,Logística Express,Argentina,Servicios Cloud,Migración de Servidores,3,1228.32,3684.96,Sale
SO0183,2025-05-11 00:00:00,Tech Solutions,Perú,Soporte Técnico,Soporte 24/7 Mensual,6,1255.69,7534.14,Sale
SO0560,2025-05-11 00:00:00,Comercial Sur,España,Servicios Cloud,Backup Cloud,19,63.44,1205.36,Sale
SO0291,2025-05-12 00:00:00,Consultoría Global,Chile,Servicios Cloud,Migración de Servidores,16,364.84,5837.44,Cancelled
SO0761,2025-05-12 00:00:00,Tech Solutions,Colombia,Soporte Técnico,Bolsa de 10h,1,1268.0,1268.0,Draft
SO0192,2025-05-13 00:00:00,Grupo Constructor,Chile,Servicios Cloud,Backup Cloud,7,137.17,960.19,Draft
SO0271,2025-05-13 00:00:00,Industrias XYZ,México,Consultoría,Auditoría de Seguridad,13,119.47,1553.11,Sale
SO0725,2025-05-13 00:00:00,Logística Express,Perú,Hardware,Switch Cisco,9,764.26,6878.34,Sale
SO0737,2025-05-13 00:00:00,Startup Innova,Perú,Soporte Técnico,Bolsa de 10h,12,338.39,4060.68,Sale
SO0989,2025-05-13 00:00:00,Empresa Alfa,España,Soporte Técnico,Bolsa de 50h,12,163.33,1959.96,Cancelled
SO0135,2025-05-14 00:00:00,Industrias XYZ,Argentina,Licencias Software,Antivirus Corporativo,2,1409.34,2818.68,Sale
SO0641,2025-05-14 00:00:00,Industrias XYZ,Argentina,Consultoría,Auditoría de Seguridad,11,256.14,2817.54,Sale
SO0118,2025-05-15 00:00:00,Tech Solutions,Perú,Servicios Cloud,Migración de Servidores,1,370.22,370.22,Sale
SO0613,2025-05-15 00:00:00,Industrias XYZ,Argentina,Licencias Software,Licencia Windows Server,3,308.38,925.14,Sale
SO0898,2025-05-15 00:00:00,Grupo Constructor,Argentina,Hardware,Switch Cisco,10,996.57,9965.7,Sale
SO0493,2025-05-16 00:00:00,Empresa Alfa,México,Soporte Técnico,Bolsa de 50h,9,1070.84,9637.56,Cancelled
SO0591,2025-05-16 00:00:00,Tech Solutions,Perú,Hardware,Servidor Dell PowerEdge,10,1270.87,12708.7,Sale
SO0343,2025-05-17 00:00:00,Tech Solutions,España,Consultoría,Diseño de Arquitectura,8,502.64,4021.12,Cancelled
SO0518,2025-05-17 00:00:00,Tech Solutions,Colombia,Soporte Técnico,Bolsa de 10h,8,732.05,5856.4,Cancelled
SO0153,2025-05-18 00:00:00,Grupo Constructor,Argentina,Soporte Técnico,Bolsa de 50h,12,1172.33,14067.96,Cancelled
SO0350,2025-05-18 00:00:00,Empresa Alfa,México,Licencias Software,Licencia Windows Server,3,216.47,649.41,Sale
SO0973,2025-05-18 00:00:00,Comercial Sur,Chile,Licencias Software,Odoo Enterprise (50 Users),14,592.52,8295.28,Sale
SO0597,2025-05-19 00:00:00,Logística Express,Argentina,Consultoría,Diseño de Arquitectura,10,826.0,8260.0,Sale
SO0696,2025-05-19 00:00:00,Empresa Alfa,México,Servicios Cloud,Backup Cloud,6,361.62,2169.72,Draft
SO0086,2025-05-20 00:00:00,Empresa Alfa,Colombia,Servicios Cloud,Migración de Servidores,5,78.49,392.45,Sale
SO0657,2025-05-20 00:00:00,Logística Express,Argentina,Licencias Software,Licencia Windows Server,9,1404.79,12643.11,Sale
SO0986,2025-05-20 00:00:00,Tech Solutions,Chile,Soporte Técnico,Bolsa de 50h,3,1176.37,3529.11,Cancelled
SO0136,2025-05-21 00:00:00,Empresa Alfa,Chile,Licencias Software,Antivirus Corporativo,12,455.08,5460.96,Sale
SO0807,2025-05-21 00:00:00,Consultoría Global,Perú,Licencias Software,Antivirus Corporativo,18,783.51,14103.18,Sale
SO0878,2025-05-21 00:00:00,Consultoría Global,Perú,Servicios Cloud,Suscripción Anual AWS,2,706.62,1413.24,Sale
SO0917,2025-05-21 00:00:00,Startup Innova,México,Hardware,Switch Cisco,17,1210.72,20582.24,Sale
SO0939,2025-05-21 00:00:00,Startup Innova,Argentina,Servicios Cloud,Suscripción Anual AWS,19,859.21,16324.99,Sale
SO0423,2025-05-22 00:00:00,Grupo Constructor,Argentina,Hardware,Switch Cisco,18,1052.0,18936.0,Draft
SO0510,2025-05-22 00:00:00,Startup Innova,España,Soporte Técnico,Soporte 24/7 Mensual,18,1354.84,24387.12,Sale
SO0817,2025-05-22 00:00:00,Comercial Sur,México,Hardware,Servidor Dell PowerEdge,15,186.66,2799.9,Sale
SO0854,2025-05-22 00:00:00,Startup Innova,España,Servicios Cloud,Backup Cloud,19,319.23,6065.37,Sale
SO0895,2025-05-22 00:00:00,Grupo Constructor,Perú,Servicios Cloud,Backup Cloud,7,301.93,2113.51,Cancelled
SO0037,2025-05-23 00:00:00,Startup Innova,Chile,Soporte Técnico,Bolsa de 50h,6,1134.29,6805.74,Sale
SO0150,2025-05-23 00:00:00,Grupo Constructor,España,Consultoría,Diseño de Arquitectura,17,1040.28,17684.76,Draft
SO0327,2025-05-23 00:00:00,Empresa Alfa,Chile,Consultoría,Optimización de Procesos,14,948.05,13272.7,Draft
SO0794,2025-05-24 00:00:00,Grupo Constructor,Chile,Hardware,Servidor Dell PowerEdge,19,621.01,11799.19,Sale
SO0803,2025-05-25 00:00:00,Grupo Constructor,México,Soporte Técnico,Bolsa de 10h,12,186.81,2241.72,Cancelled
SO0929,2025-05-25 00:00:00,Logística Express,Chile,Hardware,Servidor Dell PowerEdge,12,632.85,7594.2,Draft
SO0686,2025-05-26 00:00:00,Startup Innova,Argentina,Hardware,Servidor Dell PowerEdge,11,375.96,4135.56,Draft
SO0322,2025-05-27 00:00:00,Comercial Sur,México,Servicios Cloud,Suscripción Anual AWS,16,643.43,10294.88,Sale
SO0476,2025-05-27 00:00:00,Industrias XYZ,Chile,Consultoría,Auditoría de Seguridad,10,607.98,6079.8,Sale
SO0969,2025-05-27 00:00:00,Tech Solutions,España,Servicios Cloud,Migración de Servidores,8,110.13,881.04,Draft
SO0265,2025-05-28 00:00:00,Startup Innova,Colombia,Licencias Software,Antivirus Corporativo,5,1375.62,6878.1,Sale
SO0852,2025-05-28 00:00:00,Logística Express,Chile,Soporte Técnico,Soporte 24/7 Mensual,13,920.31,11964.03,Cancelled
SO0100,2025-05-29 00:00:00,Empresa Alfa,México,Hardware,Servidor Dell PowerEdge,16,940.47,15047.52,Draft
SO0251,2025-05-29 00:00:00,Industrias XYZ,México,Soporte Técnico,Bolsa de 10h,12,1157.43,13889.16,Sale
SO0346,2025-05-29 00:00:00,Grupo Constructor,Argentina,Soporte Técnico,Bolsa de 10h,9,1383.36,12450.24,Cancelled
SO0096,2025-05-30 00:00:00,Industrias XYZ,España,Servicios Cloud,Suscripción Anual AWS,20,749.91,14998.2,Draft
SO0110,2025-05-30 00:00:00,Startup Innova,Colombia,Servicios Cloud,Suscripción Anual AWS,7,1414.48,9901.36,Sale
SO0432,2025-05-30 00:00:00,Empresa Alfa,Colombia,Licencias Software,Odoo Enterprise (50 Users),15,668.37,10025.55,Sale
SO0679,2025-05-31 00:00:00,Industrias XYZ,Argentina,Soporte Técnico,Soporte 24/7 Mensual,16,858.22,13731.52,Sale
SO0374,2025-06-01 00:00:00,Industrias XYZ,Colombia,Licencias Software,Odoo Enterprise (50 Users),20,787.1,15742.0,Sale
SO0411,2025-06-01 00:00:00,Comercial Sur,México,Servicios Cloud,Backup Cloud,10,178.29,1782.9,Cancelled
SO0743,2025-06-01 00:00:00,Comercial Sur,México,Soporte Técnico,Soporte 24/7 Mensual,19,918.79,17457.01,Sale
SO0464,2025-06-02 00:00:00,Empresa Alfa,México,Hardware,Switch Cisco,8,68.72,549.76,Sale
SO0639,2025-06-02 00:00:00,Consultoría Global,España,Licencias Software,Licencia Windows Server,19,988.28,18777.32,Draft
SO0873,2025-06-02 00:00:00,Empresa Alfa,Colombia,Licencias Software,Antivirus Corporativo,3,1486.78,4460.34,Sale
SO0914,2025-06-02 00:00:00,Logística Express,México,Servicios Cloud,Migración de Servidores,7,1086.9,7608.3,Sale
SO0995,2025-06-02 00:00:00,Industrias XYZ,Perú,Licencias Software,Odoo Enterprise (50 Users),10,1293.9,12939.0,Draft
SO0178,2025-06-03 00:00:00,Tech Solutions,Argentina,Hardware,Portátil Lenovo ThinkPad,12,910.31,10923.72,Sale
SO0455,2025-06-03 00:00:00,Comercial Sur,España,Consultoría,Diseño de Arquitectura,19,908.7,17265.3,Sale
SO0320,2025-06-04 00:00:00,Comercial Sur,Perú,Hardware,Switch Cisco,5,879.62,4398.1,Sale
SO0661,2025-06-04 00:00:00,Grupo Constructor,España,Consultoría,Diseño de Arquitectura,7,878.71,6150.97,Cancelled
SO0786,2025-06-04 00:00:00,Empresa Alfa,Colombia,Servicios Cloud,Backup Cloud,1,651.91,651.91,Draft
SO0859,2025-06-04 00:00:00,Industrias XYZ,México,Consultoría,Optimización de Procesos,5,839.62,4198.1,Sale
SO0181,2025-06-05 00:00:00,Empresa Alfa,Colombia,Hardware,Servidor Dell PowerEdge,20,1357.57,27151.4,Draft
SO0351,2025-06-05 00:00:00,Industrias XYZ,Chile,Servicios Cloud,Backup Cloud,3,801.86,2405.58,Sale
SO0984,2025-06-05 00:00:00,Consultoría Global,Colombia,Servicios Cloud,Suscripción Anual AWS,16,926.98,14831.68,Sale
SO0449,2025-06-06 00:00:00,Industrias XYZ,Perú,Soporte Técnico,Soporte 24/7 Mensual,18,187.71,3378.78,Sale
SO0592,2025-06-06 00:00:00,Comercial Sur,Argentina,Consultoría,Optimización de Procesos,10,1273.36,12733.6,Sale
SO0246,2025-06-07 00:00:00,Empresa Alfa,Argentina,Servicios Cloud,Suscripción Anual AWS,17,531.9,9042.3,Sale
SO0475,2025-06-07 00:00:00,Startup Innova,Argentina,Servicios Cloud,Suscripción Anual AWS,13,1153.54,14996.02,Sale
SO0949,2025-06-07 00:00:00,Startup Innova,Colombia,Licencias Software,Licencia Windows Server,15,1182.38,17735.7,Cancelled
SO0972,2025-06-07 00:00:00,Comercial Sur,Chile,Consultoría,Optimización de Procesos,14,278.89,3904.46,Sale
SO0979,2025-06-07 00:00:00,Empresa Alfa,España,Hardware,Servidor Dell PowerEdge,16,447.25,7156.0,Sale
SO0007,2025-06-08 00:00:00,Tech Solutions,España,Soporte Técnico,Bolsa de 10h,9,975.51,8779.59,Sale
SO0216,2025-06-08 00:00:00,Comercial Sur,Chile,Hardware,Portátil Lenovo ThinkPad,12,1176.81,14121.72,Cancelled
SO0975,2025-06-08 00:00:00,Industrias XYZ,Colombia,Soporte Técnico,Bolsa de 10h,5,1424.48,7122.4,Sale
SO0128,2025-06-09 00:00:00,Industrias XYZ,Chile,Consultoría,Diseño de Arquitectura,2,1136.97,2273.94,Draft
SO0203,2025-06-09 00:00:00,Grupo Constructor,Chile,Consultoría,Diseño de Arquitectura,16,228.38,3654.08,Sale
